Category 7,"Who wrote these words: “And the Lord shall deliver me from every evil work, and will preserve me unto his heavenly kingdom: to whom be glory for ever and ever”?",Paul,Peter,David,Job,2 Timothy,2 Timothy 4:18
Category 7,"Where is this verse found: “And the Lord shall deliver me from every evil work, and will preserve me unto his heavenly kingdom: to whom be glory for ever and ever”?",2 Timothy,Psalm 65,Job 39,1 Peter,2 Timothy,2 Timothy 4:18
Category 7,"In 2 Timothy, who does Paul ask Timothy to salute?",Prisca,Mark ,Luke,Silas,2 Timothy,2 Timothy 4:19
Category 7," In 2 Timothy, who does Paul ask Timothy to salute?",Aquila,Tychicus,Peter,Gaius,2 Timothy,2 Timothy 4:19
Category 7,"In 2 Timothy, whose household does Paul ask Timothy to salute?",Onesiphorus,Demas ,Silas ,Milatus,2 Timothy,2 Timothy 4:19
Category 7,"In 2 Timothy, in which city did Paul say he left Erastus? ",Corinth,Troas,Galatia,Antioch,2 Timothy,2 Timothy 4:20
Category 7,"In 2 Timothy, who did Paul say he left sick at Miletum?",Trophimus,Aquila,Prisca,Tychicus,2 Timothy,2 Timothy 4:20
Category 7,"In 2 Timothy, Paul asked Timothy to visit him before the start of this season?",Winter,Spring,Summer,Fall,2 Timothy,2 Timothy 4:21
Category 7,Where is this verse found: “And hope maketh not ashamed; because the love of God is shed abroad in our hearts by the Holy Ghost which is given unto us”?,Romans,Galatians,Ephesians,2 Thessalonians,Romans,Romans 5:5
Category 7,"Where is this verse found: “But God commendeth his love toward us, in that, while we were yet sinners, Christ died for us”?",Romans,James,Jude,2 Peter,Romans,Romans 5:8
Category 7,"Where is this verse found: “And we know that all things work together for good to them that love God, to them who are the called according to his purpose”?",Romans,Titus,Ephesians,Galatians,Romans,Romans 8:28
Category 7,"Where is this verse found: “Who shall separate us from the love of Christ? shall tribulation, or distress, or persecution, or famine, or nakedness, or peril, or sword?”",Romans,James,Acts,Philemon,Romans,Romans 8:35
Category 7,"In Romans 8:39, which of these did Paul specifically say can’t separate us from the love of God?",Height,Flood,Tornado,Tidal wave,Romans,Romans 8:39
Category 7,"In Romans 8:39, which of these did Paul specifically say can’t separate us from the love of God?",Depth,Evil men,Oceans,Volcanoes,Romans,Romans 8:39
Category 7,"In Romans 8:39, which of these did Paul specifically say can’t separate us from the love of God?",Any creature,Earthquakes,Fires,Floods,Romans,Romans 8:39
Category 7,Where is this verse found: “Let love be without dissimulation. Abhor that which is evil; cleave to that which is good”?,Romans,1 Timothy,Psalm,Proverbs,Romans,Romans 12:9
Category 7,Where is this verse found: “Let love be without dissimulation. Abhor that which is evil; cleave to that which is good”?,Romans,Galatians,James,2 Peter,Romans,Romans 12:10
Category 7,"In Romans 13, what does Paul say is the only thing you should owe anyone?",Love,Money,Time,Food,Romans,Romans 13:8
Category 7,"In Romans 13, what does Paul say about the person who loves?",He fulfills the law,He makes friends,He makes a good elder,He eliminates the law,Romans,Romans 13:8
Category 7," Where is this verse found: “For this, Thou shalt not commit adultery, Thou shalt not kill, Thou shalt not steal, Thou shalt not bear false witness, Thou shalt not covet; and if there be any other commandment, it is briefly comprehended in this saying, na",Romans,Matthew,Luke ,2 Peter,Romans,Romans 13:9
Category 7,"Who wrote this verse: “Now I beseech you, brethren, for the Lord Jesus Christ's sake, and for the love of the Spirit, that ye strive together with me in your prayers to God for me”?",Paul,Peter,James,John,Romans,Romans 15:30
Category 7,"Where is this verse from: “For in Jesus Christ neither circumcision availeth any thing, nor uncircumcision; but faith which worketh by love”?",Galatians,2 Peter,Ephesians ,2 Timothy,Galatians,Galatians 5:6
Category 7,"In Galatians 5:13, what does Paul say the brethren are called unto?",Freedom,Understanding,Wisdom,Truth,Galatians,Galatians 5:13
Category 7,"In Galatians 5:13, what does Paul say the brethren should not use their freedom as Christians for?",Things of the flesh,To choose a wife,To raise a family,To make money,Galatians,Galatians 5:13
Category 7,"In Galatians, what does Paul say is fulfilled by the commandment “Thou shalt love thy neighbour as thyself”?",All the law,All human desires,All Jewish tradition,All government regulations,Galatians,Galatians 5:14
Category 7," In Galatians, which of these is specifically said to be a fruit of the spirit?",Love,Hate,Passion,Jealousy,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Joy,Sadness,Misunderstanding,Pain,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Peace,War,Contention,Noise,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Longsuffering,Impatience,Confusion,Discord,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Gentleness,Savagery,Harshness,Might,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Goodness,Evil,Cowardice,Confusion,Galatians,Galatians 5:22
Category 7,"In Galatians, which of these is specifically said to be a fruit of the spirit?",Faith,Infidelity,Cravenness,Anger,Galatians,Galatians 5:22
Category 7,"Where is this verse found: “According as he hath chosen us in him before the foundation of the world, that we should be holy and without blame before him in love”?",Ephesians,Philemon,Galatians,2 Thessalonians,Ephesians,Ephesians 1:4
Category 7,"In Ephesians 2:4, what does Paul say God is rich in?",Mercy,Mansions,Milk and honey,Substance,Ephesians,Ephesians 2:4
Category 7,"In Ephesians 3:19, what does Paul say “passeth knowledge”?",The love of Christ,The laws of Moses,The law of circumcision,The laws of the Pharisees,Ephesians,Ephesians 3:19
Category 7,"Where is this verse found: “With all lowliness and meekness, with longsuffering, forbearing one another in love”?",Ephesians,Galatians,2 Corinthians,2 Thessalonians,Ephesians,Ephesians 4:2
Category 7,"Where is this verse found: “From whom the whole body fitly joined together and compacted by that which every joint supplieth, according to the effectual working in the measure of every part, maketh increase of the body unto the edifying of itself in love”",Ephesians,Philemon,Titus,Jude,Ephesians,Ephesians 4:16
Category 7,"In Ephesians, what kind of sacrifice does Paul say Christ has been to God on our behalf?",A sweet smelling savor,A peace sacrifice,A blood offering,A meal offering,Ephesians,Ephesians 5:2
Category 7,"In Ephesians, how does Paul instruct husbands to love their wives?",As Christ loved the church,With humility,As their wives love them,As masters of the house,Ephesians,Ephesians 5:25
Category 7,"In Ephesians, how does Paul instruct husbands to love their wives?",As their own bodies,As they would a servant,As they would a possession,As they would a chest of gold,Ephesians,Ephesians 5:28
Category 7,"In Ephesians, what does Paul say about a husband who loves his wife?",He loves himself,He loves dangerously,He faces betrayal,He faces anguish,Ephesians,Ephesians 5:28
Category 7,"In Ephesians, what does Paul say wives should show to their husbands?",Reverence,Indifference,Passion,Control,Ephesians,Ephesians 5:33
Category 7,"Where is this verse found: “And this I pray, that your love may abound yet more and more in knowledge and in all judgment”?",Philippians,Galatians,Ephesians,Jude,Philippians,Philippians 1:9
Category 7,"Where is this verse found: “Fulfil ye my joy, that ye be likeminded, having the same love, being of one accord, of one mind”?",Philippians,Colossians,2 Peter ,Philemon,Philippians,Philippians 2:2
Category 7,"Where is this verse found: “That their hearts might be comforted, being knit together in love, and unto all riches of the full assurance of understanding, to the acknowledgement of the mystery of God, and of the Father, and of Christ”?",Colossians,Romans,2 Peter,Philemon,Colossians,Colossians 2:2
Category 7,"In Colossians, what does Paul tell husbands not to be towards their wives?",Bitter,Loving,Caring,Affectionate,Colossians,Colossians 3:19
Category 7," Where is this verse found: “Remembering without ceasing your work of faith, and labour of love, and patience of hope in our Lord Jesus Christ, in the sight of God and our Father”?",Thessalonians,Colossians,Philemon,2 Peter,1 Thessalonians,1 Thessalonians 1:3
Category 7,Where is this verse found: “But as touching brotherly love ye need not that I write unto you: for ye yourselves are taught of God to love one another”?,1 Thessalonians,Colossians,Galatians,2 Peter,1 Thessalonians,1 Thessalonians 4:9
Category 7,"In 1 Thessalonians, what kind of breastplate did Paul ask the brethren to put on?",One of faith and love,One of wisdom and works,One of prayer and works,One of wisdom and piety,1 Thessalonians,1 Thessalonians 5:8
Category 7,"In 1 Thessalonians, what kind of helmet does Paul ask the Christian to put on?",The hope of salvation,The hope of riches,The hope of wisdom,The hope of understanding,1 Thessalonians,1 Thessalonians 5:8
Category 7," Where is this text found: “And the Lord direct your hearts into the love of God, and into the patient waiting for Christ”?",2 Thessalonians,1 Thessalonians,Colossians ,Philemon,2 Thessalonians,2 Thessalonians 3:5
Category 7,"Where is this verse found: “For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows”?",1 Timothy,Colossians,Galatians,Romans,1 Timothy,1 Timothy 6:10
Category 7,"Where is this verse found: “Henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also that love his appearing”?",2 Timothy,Titus,Colossians,Jude,2 Timothy,2 Timothy 4:8
Category 7,Who wrote Galatians?,Paul,Luke,Peter,John,Galatians,Galatians 1:1
Category 7,"In Galatians, who did Paul say raised Jesus from the dead?",God,The Holy Ghost,The Devil,No one,Galatians,Galatians 1:1
Category 7,"In Galatians, by whose authority does Paul specifically say he is an apostle?",Jesus,The elders,The saints,The apostles,Galatians,Galatians 1:1
Category 7,"In Galatians, by whose authority does Paul specifically say he is an apostle?",God,The elders,The saints,The apostles,Galatians,Galatians 1:1
Category 7,"In Galatians, who does Paul say didn’t make him an apostle?",Man,God the father,Jesus Christ,God and Jesus,Galatians,Galatians 1:1
Category 7,Who is the book of Galatians addressed to?,The churches of Galatia,The church at Corinth,The elders,The apostles,Galatians,Galatians 1:2
Category 7,"In Galatians, what did Paul say Jesus died to deliver us from?",This present evil world,The New Jerusalem,Heaven,The life to come,Galatians,Galatians 1:4
Category 7,"In Galatians, whose will did Paul say Jesus was carrying out when he died for man?",God,His own,The church ,The saints,Galatians,Galatians 1:4
Category 7,"In Galatians, what does Paul say Jesus did for our sins?",Gave himself,Helped hide them,Exposed them,Demonstrated them,Galatians,Galatians 1:4
Category 7,"In Galatians, who does Paul say gave himself for our sins?",Jesus,Peter,Abraham,Judas,Galatians,Galatians 1:4
Category 7,"In Galatians, Paul says the churches have quickly forgotten the one who called them into what?",The grace of Christ,The benefits of tithing,The benefits of circumcision,The suffering of Christ,Galatians,Galatians 1:6
Category 7,"In Galatians, what does Paul say the churches have quickly turned to?",Another gospel,A sound gospel,A unified doctrine,The true doctrine,Galatians,Galatians 1:6
Category 7,"In Galatians, what does Paul say some people are doing in the churches of Galatia?",Perverting the gospel,Enhancing the gospel,Preaching the gospel,Living the gospel,Galatians,Galatians 1:7
Category 7,"In Galatians, what does Paul say should happen to anyone – even an angel - who preaches a gospel other than the first doctrine that was preached?",Let him be accursed,Let him be praised,Let him be elevated,Let him be supported,Galatians,Galatians 1:8
Category 7,"Where is this verse found: “As we said before, so say I now again, if any man preach any other gospel unto you than that ye have received, let him be accursed”?",Galatians,Ephesians,2 Thessalonians,1 Thessalonians,Galatians,Galatians 1:9
Category 7,"In Galatians, whose approval does Paul say he is not trying to win?",Man,God ,Jesus,The angel,Galatians,Galatians 1:10
Category 7,"In Galatians, what does Paul say he can’t be if he pleases men?",A servant of Christ,A good politician,A good public servant,A good businessman,Galatians,Galatians 1:10
Category 7,"In Galatians, where does Paul certify that the gospel he preaches did not originate?",With man,With God,With Jesus,With the Holy Ghost,Galatians,Galatians 1:11
Category 7,"In Galatians, what does Paul say he did not receive from man?",The gospel,Financial help,Love,Concern,Galatians,Galatians 1:12
Category 7,"In Galatians, what does Paul say he wasn’t taught by man?",The gospel,Math,Tent making,The law,Galatians, Galatians 1:12
Category 7,"In Galatians, by whose revelation did Paul say he received the gospel?",Jesus Christ,Apostle Peter,Church elders,The saints,Galatians,Galatians 1:12
Category 7,"In Galatians, what does Paul mention as his past religion?",Religion of the Jews,Religion of Baal,Religion of Zeus,Religion of Apollo,Galatians,Galatians 1:13
Category 7,"In Galatians, who or what does Paul say he persecuted in the past “beyond measure”?",The church of God,The criminal element,Syrians,Chaldeans,Galatians,Galatians 1:13
Category 7,"In Galatians, what does Paul say he “wasted” or tried to destroy in the past?",The church,The priesthood,The Roman government, The Jewish government,Galatians,Galatians 1:13
Category 7,"In Galatians, why did Paul say he did better and advanced faster than many in the Jewish religion of his past life?",He was exceedingly zealous,He was highly intelligent,He had good connections,He was willing to kill,Galatians,Galatians 1:14
